frlemma	F	1887-01-01	1887-01-02	1887-01-03	1887-01-04	1887-01-05	1887-01-06	1887-01-07	1887-01-08	1887-01-09	1887-01-10	1887-01-11	1887-01-12	1887-01-13	1887-01-14	1887-01-15	1887-01-16	1887-01-17	1887-01-18	1887-01-19	1887-01-20	1887-01-21	1887-01-22	1887-01-23	1887-01-24	1887-01-25	1887-01-26	1887-01-27	1887-01-28	1887-01-29	1887-01-30	1887-01-31	1887-02-01	1887-02-02	1887-02-03	1887-02-04	1887-02-05	1887-02-06	1887-02-07	1887-02-08	1887-02-09	1887-02-10	1887-02-11	1887-02-12	1887-02-13	1887-02-14	1887-02-15	1887-02-16	1887-02-17	1887-02-18	1887-02-19	1887-02-20	1887-02-21	1887-02-22	1887-02-23	1887-02-24	1887-02-25	1887-02-26	1887-02-27	1887-02-28	1887-03-01	1887-03-02	1887-03-03	1887-03-04	1887-03-05	1887-03-06	1887-03-07	1887-03-08	1887-03-09	1887-03-10	1887-03-11	1887-03-12	1887-03-13	1887-03-14	1887-03-15	1887-03-16	1887-03-17	1887-03-18	1887-03-19	1887-03-20	1887-03-21	1887-03-22	1887-03-23	1887-03-24	1887-03-25	1887-03-26	1887-03-27	1887-03-28	1887-03-29	1887-03-30	1887-03-31	1887-04-01	1887-04-02	1887-04-03	1887-04-04	1887-04-05	1887-04-06	1887-04-07	1887-04-08	1887-04-09	1887-04-10	1887-04-11	1887-04-12	1887-04-13	1887-04-14	1887-04-15	1887-04-16	1887-04-17	1887-04-18	1887-04-19	1887-04-20	1887-04-21	1887-04-22	1887-04-23	1887-04-24	1887-04-25	1887-04-26	1887-04-27	1887-04-28	1887-04-29	1887-04-30	1887-05-01	1887-05-02	1887-05-03	1887-05-04	1887-05-05	1887-05-06	1887-05-07	1887-05-08	1887-05-09	1887-05-10	1887-05-11	1887-05-12	1887-05-13	1887-05-14	1887-05-15	1887-05-16	1887-05-17	1887-05-18	1887-05-19	1887-05-20	1887-05-21	1887-05-22	1887-05-23	1887-05-24	1887-05-25	1887-05-26	1887-05-27	1887-05-28	1887-05-29	1887-05-30	1887-05-31	1887-06-01	1887-06-02	1887-06-03	1887-06-04	1887-06-05	1887-06-06	1887-06-07	1887-06-08	1887-06-09	1887-06-10	1887-06-11	1887-06-12	1887-06-13	1887-06-14	1887-06-15	1887-06-16	1887-06-17	1887-06-18	1887-06-19	1887-06-20	1887-06-21	1887-06-22	1887-06-23	1887-06-24	1887-06-25	1887-06-26	1887-06-27	1887-06-28	1887-06-29	1887-06-30	1887-07-01	1887-07-02	1887-07-03	1887-07-04	1887-07-05	1887-07-06	1887-07-07	1887-07-08	1887-07-09	1887-07-10	1887-07-11	1887-07-12	1887-07-13	1887-07-14	1887-07-15	1887-07-16	1887-07-17	1887-07-18	1887-07-19	1887-07-20	1887-07-21	1887-07-22	1887-07-23	1887-07-24	1887-07-25	1887-07-26	1887-07-27	1887-07-28	1887-07-29	1887-07-30	1887-07-31	1887-08-01	1887-08-02	1887-08-03	1887-08-04	1887-08-05	1887-08-06	1887-08-07	1887-08-08	1887-08-09	1887-08-10	1887-08-11	1887-08-12	1887-08-13	1887-08-14	1887-08-15	1887-08-16	1887-08-17	1887-08-18	1887-08-19	1887-08-20	1887-08-21	1887-08-22	1887-08-23	1887-08-24	1887-08-25	1887-08-26	1887-08-27	1887-08-28	1887-08-29	1887-08-30	1887-08-31	1887-09-01	1887-09-02	1887-09-03	1887-09-04	1887-09-05	1887-09-06	1887-09-07	1887-09-08	1887-09-09	1887-09-10	1887-09-11	1887-09-12	1887-09-13	1887-09-14	1887-09-15	1887-09-16	1887-09-17	1887-09-18	1887-09-19	1887-09-20	1887-09-21	1887-09-22	1887-09-23	1887-09-24	1887-09-25	1887-09-26	1887-09-27	1887-09-28	1887-09-29	1887-09-30	1887-10-01	1887-10-02	1887-10-03	1887-10-04	1887-10-05	1887-10-06	1887-10-07	1887-10-08	1887-10-09	1887-10-10	1887-10-11	1887-10-12	1887-10-13	1887-10-14	1887-10-15	1887-10-16	1887-10-17	1887-10-18	1887-10-19	1887-10-20	1887-10-21	1887-10-22	1887-10-23	1887-10-24	1887-10-25	1887-10-26	1887-10-27	1887-10-28	1887-10-29	1887-10-30	1887-10-31	1887-11-01	1887-11-02	1887-11-03	1887-11-04	1887-11-05	1887-11-06	1887-11-07	1887-11-08	1887-11-09	1887-11-10	1887-11-11	1887-11-12	1887-11-13	1887-11-14	1887-11-15	1887-11-16	1887-11-17	1887-11-18	1887-11-19	1887-11-20	1887-11-21	1887-11-22	1887-11-23	1887-11-24	1887-11-25	1887-11-26	1887-11-27	1887-11-28	1887-11-29	1887-11-30	1887-12-01	1887-12-02	1887-12-03	1887-12-04	1887-12-05	1887-12-06	1887-12-07	1887-12-08	1887-12-09	1887-12-10	1887-12-11	1887-12-12	1887-12-13	1887-12-14	1887-12-15	1887-12-16	1887-12-17	1887-12-18	1887-12-19	1887-12-20	1887-12-21	1887-12-22	1887-12-23	1887-12-24	1887-12-25	1887-12-26	1887-12-27	1887-12-28	1887-12-29	1887-12-30	1887-12-31
Boulanger	1055	0	2	3	1	5	2	2	4	2	10	0	2	7	0	4	1	3	0	6	0	6	6	3	9	16	3	2	4	0	1	0	4	10	3	6	13	1	0	6	2	2	2	6	1	0	1	2	2	1	0	0	1	3	0	0	0	0	2	1	0	1	0	1	0	0	1	0	0	0	0	1	2	1	1	0	1	7	1	2	3	0	2	10	1	2	1	2	0	0	2	0	0	2	1	1	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	3	1	3	2	0	2	3	1	7	3	0	0	0	1	13	5	6	19	3	2	2	5	6	4	2	7	2	2	5	4	19	5	10	7	0	5	0	0	0	4	0	0	3	2	0	0	2	1	2	2	1	5	0	0	3	2	5	0	9	9	1	1	2	2	0	4	0	11	25	12	41	14	25	6	27	0	27	6	4	0	0	0	8	1	7	2	1	1	4	10	11	8	2	21	20	14	6	4	2	7	4	3	6	0	1	0	0	0	0	1	1	1	0	0	0	0	0	4	0	6	0	0	0	2	1	2	1	1	0	0	0	0	2	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	5	9	6	12	7	4	25	17	37	11	3	1	0	3	1	0	0	4	0	1	0	0	0	0	2	0	0	0	1	0	0	2	7	1	9	5	2	12	5	1	1	2	3	1	2	1	0	1	1	3	1	1	1	2	1	9	1	1	3	0	0	3	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
