Occ	Fréq	CoFréq	Indice	DistMoy
général	5309	841	127.0	0.62663496
Vive	326	64	80.7809	0.859375
le	76139	737	70.4845	3.2170963
témoins	403	37	34.4085	3.4594595
du	43021	390	31.8798	2.9435897
cris	316	32	31.2465	3.1875
guerre	3607	84	30.9443	5.5
Boulanger	1087	46	27.7365	6.5434785
Ferron	387	28	23.3986	5.25
M	36488	311	21.6263	3.9935691
GÉNÉRAL	100	15	17.7017	0.0
lettre	1367	37	16.1596	4.9459457
Ferry	844	25	12.028	4.96
que	47935	329	10.5429	4.7659574
ministre	4543	58	10.4767	4.034483
