Occ	Fréq	CoFréq	Indice	DistMoy
le	76139	399	172.8565	0.98746866
général	5309	760	127.0	0.009210526
du	43021	239	107.8271	0.9874477
Vive	326	55	105.3243	0.054545455
Le	20168	99	40.3953	0.94949496
GÉNÉRAL	100	15	28.483	0.0
M	36488	96	19.414	0.96875
«	8977	32	10.0729	0.8125
au	24734	54	8.4497	0.8518519
LE	2692	16	8.3268	0.9375
restera	236	6	7.0626	0.0
»	12122	32	7.0375	0.59375
avait	8020	25	6.9438	0.2
ministre	4543	17	5.9762	0.8235294
!	5454	18	5.5318	0.055555556
